date,maleTofemaleRatio,countryCode
2020-08-14,1.67,BEL
2020-07-01,0.78,BEL
2020-06-01,1,BEL
2020-05-01,1,BEL
2020-04-01,1,BEL
2020-03-01,1,BEL
2020-02-01,1,BEL
2020-01-01,0,BEL
2020-12-01,0,ARG
2020-11-01,0,ARG
2020-10-01,0,ARG
2020-09-01,0,ARG
2020-08-14,0,ARG
2020-07-01,0,ARG
2020-06-01,0.33,ARG
2020-05-01,0,ARG
2020-04-01,0,ARG
2020-03-01,0,ARG
2020-02-01,0,ARG
2020-01-01,0,ARG
2020-12-01,0,PRT
2020-11-01,0,PRT
2020-10-01,0,PRT
2020-09-01,0,PRT
2020-08-14,0,PRT
2020-07-01,0,PRT
2020-06-01,1,PRT
2020-05-01,1,PRT
2020-04-01,0.67,PRT
2020-03-01,0.5,PRT
2020-02-01,0,PRT
2020-01-01,0,PRT
2020-12-01,0,CAN
2020-11-01,0,CAN
2020-10-01,0,CAN
2020-09-01,0.5,CAN
2020-08-14,0,CAN
2020-07-01,0,CAN
2020-06-01,0,CAN
2020-05-01,0,CAN
2020-04-01,0,CAN
2020-03-01,0,CAN
2020-02-01,0,CAN
2020-01-01,0,CAN
2020-12-01,0,NGA
2020-11-01,0,NGA
2020-10-01,0,NGA
2020-09-01,0,NGA
2020-08-14,0,NGA
2020-07-01,0,NGA
2020-06-01,0.5,NGA
2020-05-01,0,NGA
2020-04-01,1,NGA
2020-03-01,0,NGA
2020-02-01,0,NGA
2020-01-01,0,NGA
2020-12-01,0,GEO
2020-11-01,0,GEO
2020-10-01,0,GEO
2020-09-01,0,GEO
2020-08-14,0,GEO
2020-07-01,1,GEO
2020-06-01,0.67,GEO
2020-05-01,0,GEO
2020-04-01,0,GEO
2020-03-01,0,GEO
2020-02-01,1,GEO
2020-01-01,0,GEO
2020-12-01,0,UGA
2020-11-01,0,UGA
2020-10-01,0,UGA
2020-09-01,0,UGA
2020-08-14,0,UGA
2020-07-01,0.5,UGA
2020-06-01,0.5,UGA
2020-05-01,0,UGA
2020-04-01,0,UGA
2020-03-01,0,UGA
2020-02-01,0,UGA
2020-01-01,0,UGA
2020-12-01,0,ZWE
2020-11-01,0,ZWE
2020-10-01,0,ZWE
2020-09-01,0,ZWE
2020-08-14,0,ZWE
2020-07-01,0,ZWE
2020-06-01,0,ZWE
2020-05-01,0,ZWE
2020-04-01,0,ZWE
2020-03-01,0.5,ZWE
2020-02-01,0,ZWE
2020-01-01,0,ZWE
2020-12-01,0,MMR
2020-11-01,0,MMR
2020-10-01,0,MMR
2020-09-01,0,MMR
2020-08-14,0,MMR
2020-07-01,0,MMR
2020-06-01,0,MMR
2020-05-01,0,MMR
2020-04-01,1,MMR
2020-03-01,0.5,MMR
2020-02-01,0,MMR
2020-01-01,0,MMR
2020-12-01,0,FRA
2020-11-01,0,FRA
2020-10-01,0,FRA
2020-09-01,1.29,FRA
2020-08-14,1.29,FRA
2020-07-01,0.78,FRA
2020-06-01,1,FRA
2020-05-01,0.67,FRA
2020-04-01,1,FRA
2020-03-01,0.67,FRA
2020-02-01,0.5,FRA
2020-01-01,1,FRA
2020-12-01,0,ROU
2020-11-01,0,ROU
2020-10-01,0,ROU
2020-09-01,0,ROU
2020-08-14,0,ROU
2020-07-01,0,ROU
2020-06-01,0.6,ROU
2020-05-01,0.5,ROU
2020-04-01,1,ROU
2020-03-01,0.5,ROU
2020-02-01,0,ROU
2020-01-01,0,ROU
2020-12-01,0,DJI
2020-11-01,0,DJI
2020-10-01,0,DJI
2020-09-01,1,DJI
2020-08-14,0.33,DJI
2020-07-01,0.5,DJI
2020-06-01,0.25,DJI
2020-05-01,0,DJI
2020-04-01,0.5,DJI
2020-03-01,1,DJI
2020-02-01,0.67,DJI
2020-01-01,0,DJI
2020-12-01,0,SYC
2020-11-01,0,SYC
2020-10-01,0,SYC
2020-09-01,0,SYC
2020-08-14,0.67,SYC
2020-07-01,0.8,SYC
2020-06-01,0.75,SYC
2020-05-01,1,SYC
2020-04-01,0,SYC
2020-03-01,1,SYC
2020-02-01,0,SYC
2020-01-01,0,SYC
2020-12-01,0,BLR
2020-11-01,0,BLR
2020-10-01,0,BLR
2020-09-01,0,BLR
2020-08-14,0.5,BLR
2020-07-01,0,BLR
2020-06-01,0,BLR
2020-05-01,0,BLR
2020-04-01,0,BLR
2020-03-01,0,BLR
2020-02-01,0,BLR
2020-01-01,0,BLR
2020-12-01,0,MNG
2020-11-01,0,MNG
2020-10-01,0,MNG
2020-09-01,0,MNG
2020-08-14,0.5,MNG
2020-07-01,0,MNG
2020-06-01,0,MNG
2020-05-01,0,MNG
2020-04-01,0,MNG
2020-03-01,0,MNG
2020-02-01,0,MNG
2020-01-01,0,MNG
2020-12-01,0,PHL
2020-11-01,0,PHL
2020-10-01,0,PHL
2020-09-01,0,PHL
2020-08-14,0,PHL
2020-07-01,1,PHL
2020-06-01,1,PHL
2020-05-01,0,PHL
2020-04-01,0,PHL
2020-03-01,0,PHL
2020-02-01,1,PHL
2020-01-01,0,PHL
2020-12-01,0,JOR
2020-11-01,0,JOR
2020-10-01,0,JOR
2020-09-01,0,JOR
2020-08-14,0,JOR
2020-07-01,0.5,JOR
2020-06-01,0,JOR
2020-05-01,0,JOR
2020-04-01,0,JOR
2020-03-01,0,JOR
2020-02-01,0,JOR
2020-01-01,0,JOR
2020-12-01,0,EGY
2020-11-01,0,EGY
2020-10-01,0,EGY
2020-09-01,0,EGY
2020-08-14,1,EGY
2020-07-01,0.5,EGY
2020-06-01,1,EGY
2020-05-01,0.67,EGY
2020-04-01,0.5,EGY
2020-03-01,1,EGY
2020-02-01,0,EGY
2020-01-01,0,EGY
2020-12-01,0.5,BHR
2020-11-01,0,BHR
2020-10-01,0,BHR
2020-09-01,0.6,BHR
2020-08-14,1.86,BHR
2020-07-01,3.17,BHR
2020-06-01,1.54,BHR
2020-05-01,5,BHR
2020-04-01,0.83,BHR
2020-03-01,0.86,BHR
2020-02-01,1,BHR
2020-01-01,1,BHR
2020-12-01,0,THA
2020-11-01,0,THA
2020-10-01,0,THA
2020-09-01,0,THA
2020-08-14,0.5,THA
2020-07-01,1.5,THA
2020-06-01,3,THA
2020-05-01,1,THA
2020-04-01,0.5,THA
2020-03-01,1,THA
2020-02-01,1,THA
2020-01-01,0.5,THA
2020-12-01,0,BRA
2020-11-01,0,BRA
2020-10-01,0,BRA
2020-09-01,0,BRA
2020-08-14,0.2,BRA
2020-07-01,1,BRA
2020-06-01,5,BRA
2020-05-01,0.5,BRA
2020-04-01,1,BRA
2020-03-01,2,BRA
2020-02-01,0,BRA
2020-01-01,0,BRA
2020-12-01,0,CYP
2020-11-01,0,CYP
2020-10-01,0,CYP
2020-09-01,0,CYP
2020-08-14,0,CYP
2020-07-01,0,CYP
2020-06-01,0,CYP
2020-05-01,0,CYP
2020-04-01,0.5,CYP
2020-03-01,1,CYP
2020-02-01,0,CYP
2020-01-01,0,CYP
2020-12-01,0,DOM
2020-11-01,0,DOM
2020-10-01,0,DOM
2020-09-01,0,DOM
2020-08-14,0,DOM
2020-07-01,0,DOM
2020-06-01,0.5,DOM
2020-05-01,0,DOM
2020-04-01,0,DOM
2020-03-01,0,DOM
2020-02-01,0,DOM
2020-01-01,0,DOM
2020-12-01,0,TGO
2020-11-01,0,TGO
2020-10-01,0,TGO
2020-09-01,0,TGO
2020-08-14,0.5,TGO
2020-07-01,0,TGO
2020-06-01,0,TGO
2020-05-01,0,TGO
2020-04-01,0,TGO
2020-03-01,0,TGO
2020-02-01,0,TGO
2020-01-01,0,TGO
2020-12-01,0,LTU
2020-11-01,0,LTU
2020-10-01,0,LTU
2020-09-01,0,LTU
2020-08-14,0,LTU
2020-07-01,0,LTU
2020-06-01,1,LTU
2020-05-01,0.5,LTU
2020-04-01,0.67,LTU
2020-03-01,0,LTU
2020-02-01,0,LTU
2020-01-01,0,LTU
2020-12-01,0,UZB
2020-11-01,0,UZB
2020-10-01,0,UZB
2020-09-01,0,UZB
2020-08-14,0,UZB
2020-07-01,0,UZB
2020-06-01,0,UZB
2020-05-01,0.5,UZB
2020-04-01,0,UZB
2020-03-01,0,UZB
2020-02-01,0,UZB
2020-01-01,0,UZB
